order_id,customer_id,order_date,country,category,product,quantity,unit_price,total_amount,status,payment_method,is_returned
ORD-038056,CUST-4154,24/07/2022,DE,clothing ,Coffee Table,4,$255.93,1023.72,delivered,PayPal,True
ORD-040881,CUST-5000,21/01/2023,Australia,Electronics,Desk Lamp,8,"$1,035.01",8280.08,cancelled,Bank Transfer,no
ORD-017377,CUST-1727,2022-01-30,United States,Sports,Water Bottle,9,£250.1,2250.9,shipped,Cash,N
ORD-004998,CUST-5765,06/06/2024,Germany,Sports,Mechanical Keyboard,3,£260.56,781.68,Delivered,Credit Card,TRUE
ORD-020307,CUST-6738,07 Jan 2023,USA,electronics,LED Strip Lights,6,227.32,1363.92,Cancelled,Credit Card,no
ORD-019357,CUST-1939,13 Oct 2022,UK,clothing ,Python Programming Book,3,60.14,180.42,DELIVERED,Cash,FALSE
ORD-027963,CUST-2039,2023-04-17,US,Sports ,Desk Lamp,1,$19.45,19.45,cancelled,Credit Card,1
ORD-023256,CUST-7322,08-05-2022,Australia,Home & Garden,Laptop Stand,4,260.65,1042.6,Pending,Credit Card,False
ORD-014212,CUST-1051,24/10/2023,Germany,Home and Garden,Phone Case,5,117.8,589.0,Delivered,PayPal,Y
ORD-045815,,08-22-2022,,,USB Hub,3,,,DELIVERED,PayPal,False
ORD-037565,CUST-6542,01-22-2022,UK,ELECTRONICS,USB Hub,9,282.44,2541.96,delivered,Cash,No
ORD-004770,CUST-4634,05/10/2022,USA,electronics,Office Chair,6,229.57,1377.42,Pending,Bank Transfer,N
ORD-026401,CUST-7601,2022-04-16,Canada,Home & Garden,Phone Case,9,£233.61,2102.49,Cancelled,Cash,0
ORD-043834,CUST-5219,01-05-2022,Australia,books,Desk Lamp,8,78.66,707.68,Cancelled,PayPal,TRUE
ORD-004174,CUST-3057,15/09/2022,US,Sports,Bluetooth Speaker,6,19.98,119.88,Delivered,Bank Transfer,yes
ORD-018920,CUST-4748,2022-12-13,United Kingdom,electronics,Monitor Stand,1,28.03,28.03,delivered,Credit Card,0
ORD-049908,CUST-3245,27/10/2023,CANADA, clothing,Office Chair,3,6.01,25.15,Shipped,Cash,True
ORD-034676,CUST-1114,"June 01, 2022",Australia,electronics,Desk Lamp,1,233.45,233.45,pending,Credit Card,Y
ORD-024619,CUST-2304,2024-03-04,AUS,ELECTRONICS,Desk Lamp,8,$220.18,1761.44,delivered,Credit Card,N
ORD-004947,CUST-6245,02-24-2024,DE,Sports,Python Programming Book,7,£61.46,430.22,Delivered,Credit Card,N
ORD-041329,CUST-5992,01-24-2022,UK,Electronics,Notebook Set,9,45.03,405.27,cancelled,Bank Transfer,FALSE
ORD-006034,CUST-0350,2022-06-08,Canada,SPORTS,Running Shoes,1,29.6,29.6,Shipped,Cash,FALSE
ORD-007620,CUST-0332,2022-02-02,US,Home & Garden,LED Strip Lights,3,230.25,690.75,Delivered,Credit Card,no
ORD-033920,CUST-2815,"August 29, 2023",United States,SPORTS,USB Hub,8,142.09,1136.72,delivered,PayPal,N
ORD-019556,CUST-7782,10-28-2022,Germany,books,Phone Case,5,83.28,416.4,Pending,Credit Card,True
ORD-048697,CUST-3022,28 Apr 2022,germany,ELECTRONICS,USB Hub,5,40.84,204.2,Cancelled,Credit Card,False
ORD-009690,CUST-2713,2024-03-23,UK,BOOKS,Water Bottle,3,239.3,717.9,Shipped,PayPal,False
ORD-039875,CUST-0692,02-18-2024,AUS,clothing ,Desk Lamp,6,£133.09,798.54,Pending,PayPal,1
ORD-049522,CUST-7617,2022-12-16,U.S.A,clothing ,Monitor Stand,3,63.39,242.2,Pending,Cash,yes
ORD-037056,CUST-2685,2022-10-04,CANADA,Clothing,Sunglasses,4,53.48,213.92,pending,Bank Transfer,1
ORD-034999,CUST-7650,08-11-2022,AUS,clothing ,Wireless Headphones,2,40.42,80.84,Shipped,Cash,1
ORD-026733,CUST-6278,03-04-2024,U.S.A,books,Office Chair,3,54.81,164.43,Delivered,Cash,False
ORD-000175,CUST-0386,09-17-2022,U.K.,Home & Garden,Bluetooth Speaker,1,89.11,89.11,Shipped,Credit Card,Y
ORD-018288,CUST-4518,"March 02, 2024",U.K.,Sports ,Running Shoes,0,39.3,0.0,DELIVERED,Credit Card,TRUE
ORD-025676,CUST-5327,2022-01-01,United States, clothing,Mechanical Keyboard,1,$143.97,143.97,Delivered,Bank Transfer,Y
ORD-041521,CUST-1084,2022-12-03,CANADA,Sports,USB Hub,9,47.76,429.84,Cancelled,Credit Card,True
ORD-036177,CUST-7059,07/06/2024,CANADA,home & garden,Mechanical Keyboard,7,$276.13,1932.91,cancelled,Bank Transfer,no
ORD-001539,CUST-3869,"April 03, 2022",australia, clothing,Phone Case,5,$43.45,217.25,Pending,PayPal,N
ORD-035061,CUST-6742,2023-12-28,AUS,SPORTS,Office Chair,9,$45.51,409.59,Pending,Cash,True
ORD-042292,CUST-1158,"October 15, 2022",Australia,BOOKS,Backpack,8,$212.94,1703.52,shipped,Bank Transfer,N
ORD-001364,CUST-6586,04/10/2023,canada,Electronics,Monitor Stand,6,£284.2,1823.75,DELIVERED,Bank Transfer,no
ORD-037126,CUST-4791,14/02/2022,canada,Home & Garden,Notebook Set,2,38.51,109.66,DELIVERED,Bank Transfer,True
ORD-021645,CUST-4910,03/05/2023,United States,Sports ,Travel Mug,8,$196.58,990.01,cancelled,Credit Card,N
ORD-018505,CUST-0392,09-22-2023,Germany,Books,Phone Case,6,$169.92,1019.52,delivered,Bank Transfer,True
ORD-018909,CUST-2858,2024-04-28,USA,SPORTS,Resistance Bands,1,£249.07,249.07,delivered,Cash,True
ORD-000681,CUST-4174,29/07/2023,canada,Sports ,Phone Case,9,36.12,325.08,Pending,Bank Transfer,no
ORD-013051,CUST-6198,09/07/2022,CANADA,electronics,Monitor Stand,6,207.13,1242.78,Delivered,Cash,Yes
ORD-048153,CUST-6488,"March 01, 2022",United Kingdom,books,Yoga Mat,2,273.82,547.64,Pending,PayPal,yes
ORD-036433,CUST-7821,08-05-2022,U.S.A,books,Laptop Stand,4,"$1,965.64",7862.56,delivered,PayPal,Y
ORD-033277,CUST-0025,"July 29, 2023",Canada,Books,Coffee Table,1,$32.97,32.97,Shipped,Credit Card,True
ORD-032935,CUST-0038,2023-11-02,UK,Home & Garden,USB Hub,6,9.62,57.72,cancelled,Bank Transfer,no
ORD-013690,CUST-3722,2023-12-07,United Kingdom,BOOKS,LED Strip Lights,1,272.32,272.32,Pending,Credit Card,N
ORD-000407,CUST-3105,2022-11-03,canada,Books,Wireless Headphones,1,$147.48,147.48,pending,Bank Transfer,True
ORD-025583,CUST-5355,08/11/2023,USA,Home and Garden,Water Bottle,8,240.31,1922.48,Cancelled,PayPal,0
ORD-019457,CUST-6567,03-23-2022,australia,BOOKS,Backpack,1,£70.1,70.1,pending,Cash,False
ORD-023750,CUST-3771,13/05/2024,Germany,books,Monitor Stand,4,218.52,874.08,DELIVERED,Cash,Y
ORD-001915,CUST-1924,26/05/2024,Germany, clothing,Wireless Headphones,9,133.89,1205.01,Shipped,Cash,1
ORD-007264,CUST-6523,2023-05-30,canada,electronics,Running Shoes,2,297.75,595.5,pending,Cash,True
ORD-020239,CUST-7603,04-18-2023,UK,books,Bluetooth Speaker,4,117.3,469.2,cancelled,PayPal,No
ORD-020584,CUST-7461,25/05/2023,CANADA,Clothing,Backpack,1,£93.06,93.06,cancelled,PayPal,No
ORD-029784,CUST-1401,23/11/2022,United States,books,Phone Case,2,27.99,55.98,cancelled,PayPal,Yes
ORD-029567,CUST-4371,02-10-2023,Australia,Books,Backpack,7,101.5,710.5,Cancelled,PayPal,1
ORD-010729,CUST-4708,07/11/2023,United Kingdom,SPORTS,Office Chair,6,113.73,682.38,shipped,Cash,no
ORD-033873,CUST-5375,"January 19, 2023",germany,electronics,Backpack,8,"$1,848.85",14790.8,Cancelled,Credit Card,Yes
ORD-012068,CUST-0816,21/04/2024,CANADA,electronics,Mechanical Keyboard,4,242.17,968.68,shipped,Credit Card,True
ORD-002611,CUST-7943,07-02-2022,CANADA,BOOKS,Sunglasses,8,224.75,1798.0,Delivered,Bank Transfer,N
ORD-042713,CUST-7603,2023-08-09,U.K.,SPORTS,Monitor Stand,7,94.74,663.18,shipped,Bank Transfer,Yes
ORD-038079,CUST-7269,02 Aug 2022,Canada,Home and Garden,Wireless Headphones,1,242.36,242.36,DELIVERED,Cash,yes
ORD-047582,CUST-4790,26 Feb 2022,canada,SPORTS,Phone Case,8,29.54,236.32,Shipped,Cash,N
ORD-031846,CUST-5406,09/01/2023,CANADA,Home & Garden,Python Programming Book,9,£115.29,1037.61,Delivered,Credit Card,No
ORD-011109,CUST-0489,2024-01-30,US,Electronics,Office Chair,9,283.18,2548.62,cancelled,PayPal,True
ORD-011157,CUST-3558,20/05/2022,Australia,clothing ,Water Bottle,2,190.43,380.86,Delivered,PayPal,Y
ORD-032921,CUST-6725,"October 09, 2023",canada,BOOKS,Backpack,7,225.05,1575.35,Pending,Credit Card,FALSE
ORD-013423,CUST-7887,14 Mar 2022,US,Home and Garden,Water Bottle,9,"$1,844.11",16596.99,DELIVERED,Credit Card,False
ORD-022964,CUST-3307,2022-07-16,DE,SPORTS,Desk Lamp,8,282.23,2257.84,Pending,Credit Card,No
ORD-022064,CUST-6415,05-04-2023,UK,Clothing,Wireless Headphones,3,"$1,153.71",3461.13,delivered,Cash,yes
ORD-028484,CUST-2721,06/04/2024,DE, clothing,Wireless Headphones,3,$93.69,281.07,DELIVERED,Bank Transfer,True
ORD-002833,CUST-2404,08/07/2023,Germany,electronics,Running Shoes,8,£244.75,1958.0,DELIVERED,Credit Card,N
ORD-027129,CUST-3877,02-09-2023,Canada,clothing ,Yoga Mat,3,$178.17,534.51,delivered,Bank Transfer,True
ORD-043734,CUST-1509,21 Feb 2023,Germany, clothing,Backpack,5,216.06,1080.3,DELIVERED,Bank Transfer,False
ORD-046788,CUST-3515,05-11-2024,UK,Books,Travel Mug,5,241.98,1209.9,delivered,PayPal,Yes
ORD-003552,CUST-0733,07/02/2022,U.S.A,electronics,Resistance Bands,6,262.29,1573.74,Shipped,Bank Transfer,0
ORD-047641,CUST-1790,11-08-2022,United States,clothing ,Bluetooth Speaker,1,34.51,34.51,Pending,Cash,yes
ORD-049097,CUST-7084,"December 23, 2022",AUS, clothing,Monitor Stand,7,£161.26,1540.64,delivered,Cash,N
ORD-012542,CUST-1000,2023-06-04,CANADA,Books,Travel Mug,6,"$1,709.92",10259.52,pending,PayPal,0
ORD-031487,CUST-4417,14/07/2023,australia,Home and Garden,LED Strip Lights,3,£98.79,296.37,Cancelled,Credit Card,N
ORD-030882,CUST-6646,"October 26, 2023",germany,clothing ,Backpack,6,9.39,86.67,delivered,Credit Card,True
ORD-037307,CUST-1611,06-30-2023,US,Clothing,Travel Mug,7,£115.99,811.93,Delivered,Bank Transfer,TRUE
ORD-003274,CUST-4672,2022-05-23,US,Clothing,Sunglasses,3,$224.14,672.42,pending,PayPal,yes
ORD-010015,CUST-4212,16/11/2023,Australia,Books,Office Chair,9,"$1,923.66",17312.94,cancelled,Credit Card,Y
ORD-045047,CUST-1961,"April 13, 2022",US,Clothing,Python Programming Book,3,40.0,120.0,cancelled,Bank Transfer,Y
ORD-047550,CUST-1162,19/07/2023,U.K.,BOOKS,Resistance Bands,7,264.6,1852.2,DELIVERED,PayPal,True
ORD-015089,CUST-0677,01/07/2023,AUS,BOOKS,Desk Lamp,9,44.07,396.63,Shipped,Bank Transfer,Y
ORD-018376,CUST-5382,"March 24, 2023",australia, clothing,Python Programming Book,9,12.08,108.72,shipped,Bank Transfer,No
ORD-049751,,06-11-2024,,,Notebook Set,8,,,Pending,Credit Card,True
ORD-024886,CUST-7195,"March 21, 2024",United States,Home & Garden,Running Shoes,3,"$1,243.73",3731.19,Cancelled,PayPal,Yes
ORD-028885,CUST-0738,2022-04-21,CANADA,SPORTS,Yoga Mat,7,144.65,1012.55,pending,PayPal,N
ORD-005142,CUST-0598,2023-09-03,U.S.A,Clothing,Coffee Table,6,48.09,288.54,DELIVERED,Cash,1
ORD-027128,CUST-3394,2024-06-05,Canada,SPORTS,Monitor Stand,9,144.39,1299.51,DELIVERED,Bank Transfer,True
ORD-044583,CUST-1483,"April 10, 2022",United Kingdom,Books,Yoga Mat,7,94.62,662.34,Pending,Cash,TRUE
ORD-020196,CUST-1103,01-21-2022,U.S.A,ELECTRONICS,Resistance Bands,9,166.57,1499.13,Shipped,Credit Card,Yes
ORD-030582,CUST-7010,03-06-2024,US,Electronics,Laptop Stand,1,120.98,120.98,DELIVERED,Bank Transfer,0
ORD-049335,CUST-2563,03-31-2024,US,Clothing,Coffee Table,6,204.79,1228.74,delivered,PayPal,Y
ORD-036219,CUST-0617,19/12/2023,US,Sports ,Office Chair,7,42.91,300.37,delivered,Bank Transfer,False
ORD-020976,CUST-3485,2023-01-13,USA,Home & Garden,Bluetooth Speaker,3,$65.39,196.17,DELIVERED,Credit Card,FALSE
ORD-023737,CUST-2854,30 Sep 2022,australia,ELECTRONICS,Bluetooth Speaker,5,199.5,997.5,pending,Cash,1
ORD-016590,CUST-3772,07/07/2022,CANADA,Sports ,Phone Case,2,$84.76,268.97,delivered,PayPal,1
ORD-030107,CUST-2154,06/11/2023,UK,home & garden,Travel Mug,1,£228.92,228.92,Shipped,Bank Transfer,TRUE
ORD-025712,CUST-6023,20/11/2022,germany,Electronics,Python Programming Book,7,295.8,2070.6,Shipped,PayPal,Yes
ORD-023065,CUST-2693,15/02/2022,CANADA,BOOKS,Bluetooth Speaker,9,219.47,1975.23,DELIVERED,Credit Card,N
ORD-013157,CUST-4949,"July 16, 2022",UK,Sports,Coffee Table,3,£255.79,767.37,Pending,PayPal,no
ORD-035518,CUST-7417,"February 15, 2022",U.S.A,SPORTS,LED Strip Lights,3,47.46,142.38,cancelled,Credit Card,0
ORD-047109,CUST-6473,02 May 2024,USA,Clothing,USB Hub,9,32.83,295.47,cancelled,Cash,Y
ORD-022413,CUST-0054,02/09/2023,Germany,BOOKS,Laptop Stand,-5,"$1,024.93",-5124.65,shipped,PayPal,Y
ORD-026565,CUST-4969,2023-09-19,UK,ELECTRONICS,Office Chair,5,73.13,365.65,pending,Credit Card,Y
ORD-019625,CUST-3577,2023-08-30,canada,Sports ,Backpack,8,279.1,2032.71,Cancelled,Cash,1
ORD-045476,CUST-3799,29 Apr 2023,australia,Sports,Bluetooth Speaker,2,290.31,580.62,Delivered,Credit Card,True
ORD-039548,CUST-2801,25 Feb 2022,UK,Sports ,Python Programming Book,6,$213.77,1282.62,Delivered,PayPal,0
ORD-020467,CUST-2354,2022-11-22,Canada,Sports ,Wireless Headphones,4,£90.01,360.04,shipped,Cash,0
ORD-019494,CUST-7931,2022-08-01,U.K.,Clothing,Running Shoes,5,£189.99,949.95,Shipped,Bank Transfer,no
ORD-045900,CUST-2621,"June 30, 2022",germany,BOOKS,Notebook Set,9,22.45,202.05,Pending,Bank Transfer,No
ORD-012252,CUST-2977,04 Jul 2023,AUS,Sports,LED Strip Lights,7,£281.95,1973.65,shipped,PayPal,False
ORD-010180,CUST-4704,"June 06, 2023",CANADA,BOOKS,Coffee Table,6,£145.46,872.76,Delivered,Credit Card,True
ORD-022319,CUST-6008,"August 06, 2023",UK,Sports,LED Strip Lights,1,£228.24,228.24,Shipped,Credit Card,yes
ORD-049708,CUST-2715,05 May 2022,Germany,Sports,Yoga Mat,3,"$1,984.54",5953.62,DELIVERED,Credit Card,Yes
ORD-038579,CUST-4330,2023-11-29,australia,home & garden,Desk Lamp,8,$298.95,2391.6,Delivered,Bank Transfer,True
ORD-038403,CUST-2513,05-10-2024,USA,Sports,Office Chair,8,$86.42,691.36,Pending,Cash,0
ORD-011581,CUST-2879,02-14-2024,germany,Home and Garden,Sunglasses,1,205.12,205.12,pending,Credit Card,False
ORD-019541,CUST-1931,12/04/2024,U.S.A,BOOKS,Travel Mug,8,232.96,1863.68,shipped,PayPal,Yes
ORD-022919,CUST-4626,2023-03-14,U.K.,ELECTRONICS,Office Chair,2,72.15,144.3,Delivered,Credit Card,True
ORD-042634,CUST-0790,28/06/2022,US,Home and Garden,Mechanical Keyboard,5,"$1,526.06",7630.3,pending,Credit Card,yes
ORD-034149,CUST-6364,"November 08, 2022",United Kingdom,electronics,Backpack,7,174.46,1221.22,shipped,Credit Card,0
ORD-038214,CUST-1183,"February 19, 2022",UK,BOOKS,Resistance Bands,2,£10.33,20.66,shipped,PayPal,TRUE
ORD-014902,CUST-5645,01-31-2023,U.S.A,home & garden,Notebook Set,7,$106.45,745.15,pending,Cash,FALSE
ORD-025276,CUST-7676,20 Aug 2023,United Kingdom,SPORTS,Water Bottle,8,17.39,139.12,Pending,Cash,TRUE
ORD-003833,CUST-3475,30/01/2023,Canada,BOOKS,Mechanical Keyboard,3,69.85,209.55,Shipped,PayPal,No
ORD-032253,CUST-5205,"November 13, 2023",canada,books,Monitor Stand,2,147.47,294.94,Shipped,Bank Transfer,False
ORD-037545,CUST-0256,"January 21, 2022",CANADA, clothing,Office Chair,5,255.53,1196.48,delivered,Credit Card,no
ORD-037045,CUST-2688,14/06/2023,UK,Books,Resistance Bands,2,112.21,224.42,Pending,Credit Card,N
ORD-037727,CUST-4764,26/08/2022,U.S.A,Sports,USB Hub,9,$121.61,1314.09,Cancelled,Credit Card,False
ORD-014612,CUST-7545,2022-05-12,AUS,Clothing,Sunglasses,1,$152.99,152.99,Pending,Bank Transfer,no
ORD-043885,CUST-3313,2023-01-30,U.S.A,SPORTS,Water Bottle,8,101.36,810.88,Shipped,PayPal,1
ORD-023156,CUST-6406,11 Oct 2022,australia,BOOKS,Yoga Mat,8,13.06,104.48,shipped,Cash,0
ORD-007416,CUST-0092,"April 03, 2022",United Kingdom,clothing ,USB Hub,7,239.75,1678.25,cancelled,PayPal,TRUE
ORD-036021,CUST-0007,2023-07-26,Canada,Clothing,Wireless Headphones,4,"$1,731.24",6924.96,pending,PayPal,0
ORD-006615,CUST-0965,04-30-2024,Canada,ELECTRONICS,Sunglasses,5,£142.94,714.7,Shipped,PayPal,True
ORD-027057,CUST-4865,14/02/2022,germany,Clothing,Resistance Bands,8,$94.12,752.96,Pending,PayPal,True
ORD-016674,CUST-5585,2024-02-01,australia,Sports ,Monitor Stand,2,118.82,237.64,delivered,Bank Transfer,TRUE
ORD-019460,CUST-3503,"February 27, 2024",Australia,electronics,Coffee Table,7,£47.17,330.19,cancelled,Credit Card,False
ORD-012266,CUST-2355,2024-02-17,USA, clothing,Running Shoes,7,286.23,2003.61,cancelled,Bank Transfer,0
ORD-010776,CUST-6230,2024-05-28,Australia,ELECTRONICS,Desk Lamp,2,142.26,284.52,DELIVERED,Credit Card,TRUE
ORD-019992,CUST-0366,2022-12-01,UK,Sports ,Sunglasses,7,150.06,1050.42,shipped,Bank Transfer,No
ORD-015524,CUST-5454,22 Sep 2023,AUS,Clothing,Wireless Headphones,5,206.72,1033.6,delivered,Bank Transfer,1
ORD-030909,CUST-2676,"June 02, 2023",United Kingdom,home & garden,Notebook Set,7,"$1,942.73",13599.11,Cancelled,Bank Transfer,Y
ORD-014271,CUST-4362,04-30-2022,Canada,Sports,Laptop Stand,2,183.64,367.28,cancelled,PayPal,no
ORD-045096,CUST-6652,07-09-2023,U.S.A, clothing,Coffee Table,9,£95.61,860.49,DELIVERED,Bank Transfer,No
ORD-044315,CUST-4776,27/01/2024,DE,BOOKS,Laptop Stand,8,11.39,91.12,cancelled,PayPal,yes
ORD-025967,CUST-1052,27/09/2022,canada,books,Sunglasses,2,277.36,554.72,cancelled,Bank Transfer,1
ORD-015043,CUST-4529,01 Nov 2023,United Kingdom,books,Yoga Mat,2,265.6,531.2,Cancelled,PayPal,no
ORD-035237,CUST-5979,2022-12-20,United States,SPORTS,Running Shoes,9,247.75,2229.75,cancelled,Cash,yes
ORD-045027,CUST-1286,"February 18, 2022",U.S.A,BOOKS,Desk Lamp,5,125.77,628.85,Shipped,Credit Card,TRUE
ORD-016655,CUST-3450,2022-05-13,Australia,books,Phone Case,7,$101.09,707.63,Pending,Credit Card,False
ORD-031556,CUST-7412,2024-02-08,United States,Electronics,Desk Lamp,1,£127.05,127.05,Cancelled,PayPal,1
ORD-020955,CUST-1900,08-15-2022,U.S.A,Home & Garden,LED Strip Lights,5,69.49,347.45,pending,Credit Card,TRUE
ORD-028153,CUST-2796,"December 08, 2022",U.S.A,electronics,Laptop Stand,9,£296.29,2666.61,Delivered,Credit Card,no
ORD-044526,CUST-3098,2023-08-14,United Kingdom,SPORTS,Sunglasses,1,38.39,38.39,Cancelled,Bank Transfer,no
ORD-013870,CUST-4439,07/06/2022,CANADA,Home & Garden,Sunglasses,1,233.19,233.19,pending,Bank Transfer,Y
ORD-016999,CUST-1721,"June 04, 2022",Germany, clothing,Wireless Headphones,4,254.6,1018.4,delivered,PayPal,Y
ORD-028784,CUST-6147,04-27-2022,U.S.A,Books,Backpack,2,$100.94,201.88,Shipped,Credit Card,TRUE
ORD-027795,CUST-7985,31/07/2022,Germany,Sports ,Wireless Headphones,5,114.23,571.15,Shipped,Bank Transfer,Yes
ORD-042352,CUST-7239,2023-08-31,US,Sports ,USB Hub,2,129.63,259.26,Cancelled,Cash,False
ORD-039465,CUST-6356,22 May 2024,canada,home & garden,Desk Lamp,1,266.06,266.06,DELIVERED,PayPal,0
ORD-020701,CUST-1836,05-11-2024,Germany,Home & Garden,Wireless Headphones,6,163.11,978.66,Shipped,Cash,True
ORD-035949,CUST-6639,2022-09-23,DE,home & garden,Laptop Stand,9,6.94,62.46,delivered,Bank Transfer,True
ORD-008276,CUST-6554,02-21-2023,germany,Sports,Mechanical Keyboard,6,168.63,1011.78,Pending,Cash,1
ORD-009066,CUST-7621,07-21-2022,Germany,Books,Sunglasses,6,"$1,840.42",14091.17,cancelled,PayPal,True
ORD-043799,CUST-3508,2023-12-20,australia,home & garden,Mechanical Keyboard,5,$185.78,928.9,Cancelled,Credit Card,True
ORD-002180,CUST-0942,"January 27, 2024",Germany,SPORTS,Travel Mug,5,$157.26,786.3,pending,Cash,True
ORD-004558,CUST-3652,2022-11-18,United States,home & garden,Mechanical Keyboard,5,$130.73,653.65,DELIVERED,Cash,1
ORD-007813,CUST-4124,2022-12-27,United Kingdom,electronics,Phone Case,7,269.6,1887.2,cancelled,PayPal,yes
ORD-045608,CUST-5548,12/09/2023,Australia,Home & Garden,Laptop Stand,5,$169.59,847.95,Pending,PayPal,N
ORD-039066,CUST-3886,11/05/2022,DE,Sports,Desk Lamp,4,44.8,179.2,pending,Cash,False
ORD-042999,CUST-3655,2023-10-31,Germany,books,USB Hub,9,219.3,1973.7,cancelled,Bank Transfer,0
ORD-023855,CUST-7775,13/10/2023,canada,Clothing,Running Shoes,7,"$1,390.75",9735.25,Pending,Credit Card,no
ORD-014535,CUST-3608,28 Dec 2022,australia,ELECTRONICS,Water Bottle,4,"$1,800.36",7201.44,Delivered,Cash,no
ORD-033468,CUST-3638,30/05/2024,US,Sports ,Mechanical Keyboard,4,£266.36,1065.44,Delivered,Cash,1
ORD-001133,CUST-6765,12-28-2023,US,Electronics,Monitor Stand,9,5.41,74.86,pending,Credit Card,Yes
ORD-043411,CUST-0986,2024-06-07,USA,Home & Garden,Yoga Mat,7,160.4,1122.8,cancelled,Credit Card,no
ORD-010522,CUST-3902,2023-09-30,Canada,clothing ,Bluetooth Speaker,3,218.9,642.43,cancelled,Cash,True
ORD-022627,CUST-6439,08-04-2022,AUS,ELECTRONICS,Bluetooth Speaker,4,107.14,428.56,pending,PayPal,no
ORD-046003,CUST-3848,14 Apr 2023,United States,Books,Water Bottle,7,£41.46,290.22,shipped,Cash,False
ORD-002872,CUST-3168,25/04/2022,CANADA,books,Laptop Stand,2,129.7,259.4,cancelled,Cash,Y
ORD-012997,CUST-3125,06-27-2023,Canada,clothing ,Resistance Bands,5,82.53,412.65,shipped,PayPal,N
ORD-019165,CUST-1645,09 May 2024,canada, clothing,Mechanical Keyboard,5,283.45,1417.25,pending,Credit Card,False
ORD-026537,CUST-6056,"November 16, 2022",U.K.,Sports,LED Strip Lights,7,£33.18,232.26,Shipped,Bank Transfer,False
ORD-034541,CUST-1985,10/08/2022,AUS,Books,Desk Lamp,2,275.04,550.08,delivered,Cash,1
ORD-043362,CUST-2277,"October 06, 2022",Australia,Books,Backpack,9,"$1,841.15",16570.35,Cancelled,Bank Transfer,False
ORD-021905,CUST-4507,2023-11-11,United Kingdom,ELECTRONICS,Water Bottle,4,131.1,524.4,Shipped,Bank Transfer,no
ORD-025793,CUST-7720,06 Mar 2022,AUS,Electronics,Running Shoes,2,82.7,165.4,cancelled,Cash,1
ORD-034682,CUST-0601,"July 25, 2023",USA,BOOKS,USB Hub,7,24.99,174.93,Shipped,Cash,Yes
ORD-047496,CUST-2106,16 Feb 2023,U.S.A,clothing ,Phone Case,8,207.73,1661.84,Delivered,Cash,no
ORD-009257,CUST-2951,2023-12-14,australia,Electronics,Laptop Stand,6,"$1,689.45",10136.7,Pending,Credit Card,Yes
ORD-012603,CUST-2883,12 Jan 2022,U.S.A,books,Backpack,6,116.68,700.08,DELIVERED,Bank Transfer,FALSE
ORD-029962,CUST-0313,2022-08-16,U.K.,Sports ,Mechanical Keyboard,6,206.11,1236.66,pending,Cash,FALSE
ORD-032599,CUST-3268,2023-10-08,Germany,Books,Yoga Mat,8,£126.27,1010.16,Delivered,Cash,N
ORD-030100,CUST-3025,14 Apr 2024,U.K.,home & garden,Phone Case,1,274.27,274.27,Pending,PayPal,0
ORD-024730,CUST-0658,2022-07-01,U.S.A,home & garden,LED Strip Lights,3,49.03,147.09,pending,PayPal,No
ORD-015418,CUST-1277,02/06/2023,U.K.,home & garden,Laptop Stand,4,132.98,531.92,Cancelled,Cash,0
ORD-001106,CUST-6737,2024-04-18,CANADA,SPORTS,USB Hub,3,47.1,141.3,pending,PayPal,N
ORD-017077,CUST-1216,2022-02-17,CANADA,Books,USB Hub,3,"$1,699.98",2697.42,pending,Cash,1
ORD-010196,CUST-0571,01-15-2022,DE,Home and Garden,Running Shoes,4,82.89,331.56,Pending,PayPal,No
ORD-004957,CUST-7614,07 Jun 2022,Australia,Sports ,Mechanical Keyboard,8,139.58,1116.64,Delivered,PayPal,Yes
ORD-041076,CUST-3882,03/02/2024,U.S.A,Home and Garden,LED Strip Lights,9,21.22,190.98,delivered,Credit Card,Y
ORD-045285,,2024-06-05,,,Water Bottle,3,,,Delivered,PayPal,False
ORD-019150,CUST-7333,16/12/2022,United Kingdom,Electronics,Running Shoes,5,39.59,197.95,cancelled,Bank Transfer,Y
ORD-020314,CUST-4679,06/02/2023,DE,SPORTS,Laptop Stand,8,$103.82,830.56,DELIVERED,Bank Transfer,No
ORD-020059,CUST-2000,"March 31, 2024",US,books,LED Strip Lights,6,$129.28,775.68,cancelled,Credit Card,False
ORD-003697,CUST-3407,24/05/2024,DE,ELECTRONICS,Python Programming Book,1,$212.54,212.54,Delivered,Credit Card,0
ORD-040547,CUST-2070,17/02/2024,Australia,Sports,Monitor Stand,6,£286.99,1721.94,cancelled,PayPal,Y
ORD-042590,CUST-5145,2022-06-17,DE,Clothing,Python Programming Book,-1,£132.1,-132.1,Pending,PayPal,True
ORD-033397,CUST-2851,2024-01-30,US,books,Phone Case,7,$32.89,230.23,delivered,Bank Transfer,True
ORD-035220,CUST-3004,"December 03, 2022",U.K.,Sports ,Monitor Stand,1,"$1,153.23",1153.23,Cancelled,Credit Card,TRUE
ORD-046930,CUST-2554,28/03/2024,canada,books,Yoga Mat,2,129.2,258.4,Pending,PayPal,FALSE
ORD-048602,CUST-6516,12-21-2022,US,electronics,Running Shoes,2,226.92,453.84,shipped,PayPal,False
ORD-020209,CUST-0064,2022-10-28,UK,clothing ,Running Shoes,1,$95.39,95.39,Shipped,Credit Card,1
